chr	pos	alpha A	beta A	alpha T	beta T	alpha G	beta G	alpha C	beta C
chr1	36466394	0	0	0.166667	10495.8	0.166667	10495.8	0.166667	10495.8
chr1	36466395	0.166667	11199.8	0	0	0.166667	11199.8	0.166667	11199.8
chr1	36466396	0.5	9914.5	0.166667	9914.83	0.166667	9914.83	0	0
chr1	36466397	0.166667	10236.8	0.166667	10236.8	0.166667	10236.8	0	0
chr1	36466398	0.166667	10578.5	0.166667	10578.5	0.166667	10578.5	0	0
chr1	36466399	0.166667	10876.8	0.166667	10876.8	0.166667	10876.8	0	0
chr1	36466400	0.166667	11240.5	0	0	0.833333	11239.8	0.5	11240.2
chr1	36466401	0.5	11542.2	0.166667	11542.5	0	0	0.166667	11542.5
chr1	36466402	0.166667	11550.5	0.833333	11549.8	0.166667	11550.5	0	0
chr1	36466403	0	0	0.166667	11090.8	1.83333	11089.2	0.166667	11090.8
chr1	36466404	0.166667	11087.5	0.166667	11087.5	0	0	0.166667	11087.5
chr1	36466405	0.166667	11507.8	0.166667	11507.8	0	0	0.166667	11507.8
chr1	36466406	0	0	0.166667	10784.5	0.5	10784.2	0.166667	10784.5
chr1	36466407	0.166667	10961.5	0.166667	10961.5	0	0	0.166667	10961.5
chr1	36466408	0.166667	11002.5	0.166667	11002.5	0	0	0.166667	11002.5
chr1	36466409	0.166667	10909.2	0.833333	10908.5	0	0	0.166667	10909.2
chr1	36466410	0.166667	11071.5	0.166667	11071.5	0	0	0.166667	11071.5
chr1	36466411	0.166667	10903.5	0.166667	10903.5	0	0	0.166667	10903.5
chr1	36466412	0	0	0.166667	10596.8	1.16667	10595.8	0.166667	10596.8
chr1	36466413	0	0	0.833333	11356.8	0.166667	11357.5	0.166667	11357.5
chr1	36466414	0.166667	11162.5	0.166667	11162.5	0	0	0.166667	11162.5
chr1	36466415	0.166667	10665.8	0	0	0.166667	10665.8	0.166667	10665.8
chr1	36466416	1.16667	10975.5	0	0	0.166667	10976.5	0.5	10976.2
chr1	36466417	0.166667	10833.5	0.166667	10833.5	0	0	0.166667	10833.5
chr1	36466418	0	0	0.166667	10952.5	0.166667	10952.5	1.16667	10951.5
chr1	36466419	1.5	11049.2	0.166667	11050.5	0	0	0.166667	11050.5
chr1	36466420	0.166667	10938.5	0.166667	10938.5	0.166667	10938.5	0	0
chr1	36466421	0	0	0.166667	9798.17	1.83333	9796.5	0.166667	9798.17
chr1	36466422	0.166667	10591.2	0.166667	10591.2	0	0	0.166667	10591.2
chr1	36466423	0.166667	10322.5	0	0	0.166667	10322.5	0.166667	10322.5
chr1	36466424	1.16667	10208.2	0.166667	10209.2	0	0	0.166667	10209.2
chr1	36466425	0.833333	10435.5	0.166667	10436.2	0	0	0.166667	10436.2
chr1	36466426	0.166667	9539.83	0.166667	9539.83	0.166667	9539.83	0	0
chr1	36466427	0.5	10144.2	0.833333	8949.83	0.166667	10144.5	0	0
chr1	36466428	0.166667	10925.2	0.166667	10925.2	0.5	10924.8	0	0
chr1	36466429	0	0	0.166667	9523.5	0.166667	9523.5	1.16667	9522.5
chr1	36466430	0	0	0.166667	10830.8	0.166667	10830.8	0.166667	10830.8
chr1	36466431	0	0	0.166667	10782.8	0.166667	10782.8	0.166667	10782.8
chr1	36466432	0.166667	10840.2	0.166667	10840.2	0	0	0.166667	10840.2
chr1	36466433	0	0	0.166667	10166.8	0.166667	8654.83	0.166667	10166.8
chr1	36466434	0.166667	10671.2	0.166667	10671.2	0.166667	10671.2	0	0
chr1	36466435	0	0	0.166667	9790.83	0.5	9790.5	0.166667	9790.83
chr1	36466436	0.166667	10313.5	0.166667	10313.5	0.166667	10313.5	0	0
chr1	36466437	0	0	0.166667	10204.2	0.833333	10203.5	0.166667	10204.2
chr1	36466438	0.166667	10796.8	0.166667	10796.8	0	0	0.166667	10796.8
chr1	36466439	0.166667	10083.2	0	0	0.166667	10083.2	0.166667	10083.2
chr1	36466440	0.166667	10685.5	0.166667	10685.5	0.166667	10685.5	0	0
chr1	36466441	0.833333	10196.8	0.166667	10197.5	0	0	0.166667	10197.5
chr1	36466442	0.166667	10023.2	0	0	0.166667	10023.2	17.8333	10005.5
chr1	36466443	0.166667	9287.17	0.5	9286.83	0.166667	9287.17	0	0
chr1	36466444	0.166667	11079.8	0.166667	11079.8	0.166667	11079.8	0	0
chr1	36466445	0.166667	10373.5	0	0	0.166667	10373.5	0.5	9170.17
chr1	36466446	0.166667	10589.2	0.166667	10589.2	0.166667	10589.2	0	0
chr1	36466447	0.166667	11365.5	0.5	11365.2	0.166667	11365.5	0	0
chr1	36466448	0.166667	10893.5	0	0	0.5	10893.2	0.5	10893.2
chr1	36466449	0.5	11376.8	0.166667	11377.2	0	0	0.166667	11377.2
chr1	36466450	0.833333	11637.5	1.5	11636.8	0	0	0.5	11637.8
chr1	36466451	0.166667	11527.2	0.5	11526.8	0.166667	11527.2	0	0
chr1	36466452	0.166667	11233.5	0	0	0.166667	11233.5	0.166667	11233.5
chr1	36466453	0.166667	11312.5	0	0	0.166667	11312.5	0.166667	11312.5
chr1	36466454	0.166667	11327.5	0.166667	11327.5	0	0	0.166667	11327.5
chr1	36466455	0.166667	11672.5	0.166667	11672.5	0	0	0.166667	11672.5
chr1	36466456	0.166667	11722.8	0.166667	11722.8	0	0	0.166667	11722.8
chr1	36466457	0.166667	10187.5	0.166667	11567.5	0	0	0.166667	11567.5
chr1	36466458	0.166667	11611.8	1.16667	11610.8	0.166667	11611.8	0	0
chr1	36466459	0.166667	11244.2	0	0	0.166667	11244.2	0.833333	11243.5
chr1	36466460	0.166667	11002.2	0.5	11001.8	0	0	0.166667	11002.2
chr1	36466461	0.166667	11559.2	0.166667	11559.2	0	0	0.166667	11559.2
chr1	36466462	0.166667	11392.5	0.166667	11392.5	0	0	0.166667	11392.5
chr1	36466463	0.166667	11348.8	0.166667	11348.8	0	0	0.166667	11348.8
chr1	36466464	0.166667	11481.5	0	0	0.166667	11481.5	0.166667	11481.5
chr1	36466465	0.5	11202.5	0	0	0.166667	11202.8	0.166667	11202.8
chr1	36466466	0	0	0.166667	11457.2	0.166667	11457.2	0.5	11456.8
chr1	36466467	0.166667	11813.2	0.166667	11813.2	0.166667	11813.2	0	0
chr1	36466468	0.166667	11940.8	0.833333	10605.5	0.166667	11940.8	0	0
chr1	36466469	0	0	0.166667	11332.2	0.833333	10196.5	0.166667	11332.2
chr1	36466470	0.166667	11587.5	0.166667	11587.5	0	0	0.166667	11587.5
chr1	36466471	0.5	11963.8	0.166667	11964.2	0	0	0.166667	11964.2
chr1	36466472	0.166667	11739.2	0.166667	11739.2	0	0	0.166667	11739.2
chr1	36466473	0.166667	11043.8	0	0	0.166667	11043.8	0.166667	11043.8
chr1	36466474	0.5	9960.83	0.166667	9961.17	0.166667	9961.17	0	0
chr1	36466475	0.166667	10944.8	1.5	10943.5	0.166667	10944.8	0	0
chr1	36466476	0.166667	11597.2	0.166667	10583.8	0.166667	11597.2	0	0
chr1	36466477	0.166667	11335.2	1.5	11333.8	0.166667	11335.2	0	0
chr1	36466478	0	0	0.166667	12086.2	0.5	12085.8	0.166667	12086.2
chr1	36466479	0	0	0.166667	11711.2	0.166667	11711.2	0.166667	11711.2
chr1	36466480	0.833333	11820.2	0.166667	11820.8	0	0	0.166667	11820.8
chr1	36466481	0.833333	11974.8	0.166667	11975.5	0	0	0.166667	11975.5
chr1	36466482	0.166667	9518.83	0.166667	12030.2	0	0	0.833333	12029.5
chr1	36466483	0.833333	11963.5	0.166667	11964.2	0	0	0.166667	11964.2
chr1	36466484	0.166667	11373.5	0.166667	11373.5	0.166667	11373.5	0	0
chr1	36466485	0.5	11417.5	0	0	0.166667	11417.8	0.166667	11417.8
chr1	36466486	0.166667	12032.2	0.166667	12032.2	0	0	0.166667	12032.2
chr1	36466487	0.833333	12288.5	0.166667	12289.2	0	0	0.166667	12289.2
chr1	36466488	0.166667	12066.2	0.166667	9513.83	0.166667	12066.2	0	0
chr1	36466489	0.166667	12168.5	0.166667	12168.5	0.166667	12168.5	0	0
chr1	36466490	0.166667	11428.2	0	0	0.166667	11428.2	0.833333	11427.5
chr1	36466491	1.5	10355.2	0.166667	10356.5	0	0	0.5	10356.2
chr1	36466492	0.166667	11771.5	0.166667	11771.5	0	0	0.166667	11771.5
chr1	36466493	0	0	0.166667	11513.2	1.83333	11511.5	0.166667	11513.2
chr1	36466494	0	0	0.166667	11583.8	0.166667	11583.8	0.833333	11583.2
chr1	36466495	0.166667	11931.8	0.166667	11931.8	0.166667	11931.8	0	0
chr1	36466496	0.166667	11610.5	0.166667	11610.5	0.166667	11610.5	0	0
chr1	36466497	0	0	0.166667	10827.8	0.166667	10827.8	0.166667	10827.8
chr1	36466498	0.166667	11782.8	0.166667	11782.8	0	0	0.166667	11782.8
chr1	36466499	0	0	0.166667	10902.8	0.166667	9632.17	0.166667	10902.8
chr1	36466500	0.5	11783.8	0.166667	11784.2	0	0	0.166667	11784.2
chr1	36466501	0.833333	11538.2	0.166667	11538.8	0	0	0.166667	11538.8
chr1	36466502	0.166667	10967.8	0	0	0.166667	10967.8	0.166667	10967.8
chr1	36466503	0.166667	10409.8	0	0	0.166667	10409.8	0.166667	9198.17
chr1	36466504	0.166667	11296.5	0.166667	11296.5	0.166667	11296.5	0	0
chr1	36466505	0.5	10191.5	0	0	0.166667	10191.8	2.83333	10189.2
chr1	36466506	0.166667	10999.5	0.166667	10999.5	0.166667	10999.5	0	0
chr1	36466507	0	0	0.166667	11217.2	0.166667	11217.2	0.166667	11217.2
chr1	36466508	0.166667	11030.8	0	0	0.166667	11030.8	0.166667	11030.8
chr1	36466509	0	0	0.166667	10910.5	0.166667	10910.5	0.166667	10910.5
chr1	36466510	0.166667	11434.5	0.166667	11434.5	0	0	0.166667	11434.5
chr1	36466511	0.166667	11269.8	0.166667	11269.8	0	0	0.166667	11269.8
chr1	36466512	0	0	0.166667	10046.5	0.833333	8922.17	0.166667	10046.5
chr1	36466513	0.166667	11307.5	0.166667	11307.5	0.166667	11307.5	0	0
chr1	36466514	0.166667	11278.5	0	0	0.166667	11278.5	0.166667	11278.5
chr1	36466515	0.166667	10344.5	0	0	1.16667	10343.5	0.5	10344.2
chr1	36466516	0.833333	11219.8	0.166667	11220.5	0	0	0.166667	11220.5
chr1	36466517	0.833333	11295.5	0.166667	11296.2	0	0	0.166667	11296.2
chr1	36466518	0.5	11340.2	0.833333	11339.8	0	0	0.833333	11339.8
chr1	36466519	0.5	11300.2	0.166667	11300.5	0	0	0.166667	11300.5
chr1	36466520	0.166667	11089.2	0.166667	11089.2	0.166667	11089.2	0	0
chr1	36466521	0.166667	10661.2	0	0	0.166667	10661.2	0.166667	10661.2
chr1	36466522	0.166667	10667.5	0.166667	10667.5	0	0	0.166667	10667.5
chr1	36466523	0.166667	11267.8	0.166667	11267.8	0	0	0.166667	11267.8
chr1	36466524	0.166667	11270.2	0.166667	11270.2	0	0	0.166667	11270.2
chr1	36466525	0.166667	11232.5	0.166667	11232.5	0	0	0.166667	11232.5
chr1	36466526	0.166667	11179.5	0.166667	11179.5	0	0	0.166667	11179.5
chr1	36466527	0.166667	10742.5	0	0	0.166667	10742.5	0.5	10742.2
chr1	36466528	0.166667	10859.2	0.166667	10859.2	0	0	0.166667	10859.2
chr1	36466529	0	0	0.166667	10654.2	0.166667	8430.17	0.166667	10654.2
chr1	36466530	0.833333	11081.5	0.166667	11082.2	0	0	0.166667	11082.2
chr1	36466531	0.5	11392.2	0.166667	11392.5	0	0	0.166667	11392.5
chr1	36466532	0.166667	11025.2	0.166667	11025.2	0.166667	11025.2	0	0
chr1	36466533	0.166667	10593.5	0.166667	10593.5	0.166667	10593.5	0	0
chr1	36466534	0.166667	10903.8	0.166667	10903.8	0.166667	10903.8	0	0
chr1	36466535	0.166667	9724.17	0.5	9723.83	0	0	0.833333	9723.5
chr1	36466536	0.166667	11395.2	0.5	11394.8	0.166667	11395.2	0	0
chr1	36466537	0.166667	11351.2	0.5	11350.8	0.166667	11351.2	0	0
chr1	36466538	0	0	0.166667	11214.8	0.833333	11214.2	0.166667	11214.8
chr1	36466539	0	0	0.166667	11341.8	0.166667	11341.8	0.166667	11341.8
chr1	36466540	0.166667	11613.8	0.166667	11613.8	0	0	0.166667	11613.8
chr1	36466541	0	0	0.166667	10699.5	0.166667	10699.5	0.166667	10699.5
chr1	36466542	0.166667	10817.8	0.166667	10817.8	0	0	0.166667	10817.8
chr1	36466543	2.16667	10842.2	0.166667	10844.2	0	0	0.166667	10844.2
chr1	36466544	0.166667	11161.8	0.166667	11161.8	0	0	0.5	11161.5
chr1	36466545	0.166667	10843.2	0.166667	10843.2	0	0	0.166667	10843.2
chr1	36466546	0.166667	11185.2	0.166667	11185.2	0.166667	11185.2	0	0
chr1	36466547	0.166667	10482.2	0	0	0.166667	10482.2	0.166667	10482.2
chr1	36466548	0.166667	10940.2	0.166667	10940.2	0	0	0.166667	10940.2
chr1	36466549	0	0	0.5	10830.5	0.5	10830.5	0.833333	10830.2
chr1	36466550	0.166667	11121.2	0.166667	11121.2	0	0	0.166667	11121.2
chr1	36466551	0.166667	10772.5	0	0	0.833333	10771.8	0.166667	10772.5
chr1	36466552	2.16667	10640.8	0.166667	10642.8	0	0	0.166667	10642.8
chr1	36466553	0.166667	10817.8	0.166667	10817.8	0	0	0.166667	10817.8
chr1	36466554	0	0	0.166667	10573.8	1.16667	10572.8	0.166667	10573.8
chr1	36466555	0.166667	8485.17	0.166667	10645.5	0	0	0.166667	10645.5
chr1	36466556	0.166667	10741.2	0	0	0.166667	10741.2	0.5	10740.8
chr1	36466557	0.166667	9580.83	0.166667	9580.83	0.166667	9580.83	0	0
chr1	36466558	0	0	0.166667	10685.5	1.5	10684.2	0.166667	10685.5
chr1	36466559	0.166667	10914.2	0.166667	10914.2	0.166667	10914.2	0	0
chr1	36466560	0	0	0.166667	10433.5	1.5	10432.2	0.166667	10433.5
chr1	36466561	0.166667	11212.5	0.166667	11212.5	0	0	0.166667	11212.5
chr1	36466562	0.166667	10800.8	0.166667	10800.8	0.166667	10800.8	0	0
chr1	36466563	0.166667	10970.8	0.166667	10970.8	0	0	0.166667	10970.8
chr1	36466564	0.833333	11048.2	0.166667	11048.8	0	0	0.166667	11048.8
chr1	36466565	0	0	0.166667	10417.5	0.166667	10417.5	0.166667	10417.5
chr1	36466566	0.166667	10968.8	0.166667	10968.8	0	0	0.166667	10968.8
chr1	36466567	0	0	0.166667	10845.5	0.166667	10845.5	0.166667	10845.5
chr1	36466568	0.166667	10510.2	0	0	0.5	10509.8	0.833333	10509.5
chr1	36466569	0	0	0.166667	10714.8	0.166667	10714.8	0.166667	10714.8
chr1	36466570	0.166667	10921.5	0.166667	10921.5	0	0	0.166667	10921.5
chr1	36466571	0.166667	10526.5	0	0	0.166667	10526.5	4.5	10522.2
chr1	36466572	0.166667	10991.5	0.166667	10991.5	0	0	0.166667	10991.5
chr1	36466573	0.166667	11076.8	0.166667	11076.8	0.166667	11076.8	0	0
chr1	36466574	0.166667	11096.2	0.5	11095.8	0.166667	11096.2	0	0
chr1	36466575	0.5	10468.5	0.833333	10468.2	0.166667	10468.8	0	0
chr1	36466576	0.5	10599.8	0	0	0.166667	10600.2	0.833333	10599.5
chr1	36466577	0.166667	10532.8	0.166667	10532.8	0	0	0.166667	10532.8
chr1	36466578	0.166667	11204.2	0.166667	11204.2	0	0	0.166667	11204.2
chr1	36466579	0.166667	11108.8	0.166667	11108.8	0.5	11108.5	0	0
chr1	36466580	0.166667	11027.8	0.5	11027.5	0.166667	9730.17	0	0
chr1	36466581	0.166667	11039.8	0.166667	11039.8	0.166667	11039.8	0	0
chr1	36466582	0.166667	10535.8	0	0	0.166667	10535.8	1.83333	10534.2
chr1	36466583	0.166667	11035.5	0.166667	11035.5	0	0	0.166667	11035.5
chr1	36466584	0.166667	9018.83	0.166667	10088.8	0	0	0.166667	11278.2
chr1	36466585	0.166667	11278.2	0.166667	11278.2	0	0	0.166667	11278.2
chr1	36466586	0.166667	11189.2	1.16667	11188.2	0.166667	11189.2	0	0
chr1	36466587	0.166667	11092.5	0	0	0.166667	11092.5	0.166667	11092.5
chr1	36466588	0.166667	11016.2	0	0	0.166667	11016.2	0.166667	11016.2
chr1	36466589	0.166667	11309.2	0.166667	11309.2	0	0	0.166667	11309.2
chr1	36466590	0.166667	10930.2	0	0	0.166667	10930.2	1.83333	10928.5
chr1	36466591	0.166667	10866.5	0.166667	10866.5	0	0	0.166667	10866.5
chr1	36466592	0.166667	10794.2	0.166667	10794.2	0	0	0.166667	10794.2
chr1	36466593	0.166667	9712.17	0.166667	10864.2	0	0	0.833333	10863.5
chr1	36466594	0.5	10853.2	0.166667	10853.5	0	0	0.833333	10852.8
chr1	36466595	0.166667	11044.8	0.166667	9731.83	0.166667	11044.8	0	0
chr1	36466596	0.166667	10365.5	0	0	0.166667	10365.5	0.166667	10365.5
chr1	36466597	0.166667	10769.8	0.166667	10769.8	0	0	0.166667	10769.8
chr1	36466598	0.166667	10927.5	0.166667	9693.17	0.166667	10927.5	0	0
chr1	36466599	0.166667	10982.2	0.833333	10981.5	0.5	8799.17	0	0
chr1	36466600	0.166667	10960.5	0.166667	9727.83	0.166667	10960.5	0	0
chr1	36466601	0	0	0.166667	10916.5	0.833333	10915.8	0.166667	10916.5
chr1	36466602	1.5	11122.5	0.166667	11123.8	0	0	0.166667	11123.8
chr1	36466603	0.166667	10894.5	0.5	10894.2	0.166667	10894.5	0	0
chr1	36466604	0	0	0.166667	10708.8	1.83333	10707.2	0.166667	10708.8
chr1	36466605	0.166667	10707.8	0.166667	10707.8	0	0	0.166667	9516.83
chr1	36466606	0.166667	10577.5	0.166667	10577.5	0.166667	10577.5	0	0
chr1	36466607	0.166667	10600.5	0	0	0.166667	10600.5	4.16667	10596.5
chr1	36466608	0.166667	10677.8	0.166667	10677.8	0	0	0.166667	10677.8
chr1	36466609	0.166667	10501.5	0.833333	10500.8	0.833333	10500.8	0	0
chr1	36466610	0.5	10441.8	0.833333	10441.5	0.166667	10442.2	0	0
chr1	36466611	0.166667	10520.5	0.166667	10520.5	0.166667	10520.5	0	0
chr1	36466612	0	0	0.166667	10359.5	0.5	9206.83	0.166667	10359.5
chr1	36466613	0.166667	10731.8	0	0	0.166667	10731.8	0.166667	10731.8
chr1	36466614	0	0	0.166667	10574.2	0.166667	10574.2	0.166667	10574.2
chr1	36466615	0	0	0.166667	10517.2	0.166667	10517.2	0.166667	10517.2
chr1	36466616	0	0	0.166667	10315.8	0.166667	10315.8	0.166667	10315.8
chr1	36466617	1.16667	10727.5	0.166667	10728.5	0	0	0.166667	10728.5
chr1	36466618	0.166667	10657.8	0.166667	10657.8	0	0	0.166667	10657.8
chr1	36466619	0	0	0.166667	10228.2	0.833333	10227.5	0.166667	10228.2
chr1	36466620	0.166667	10274.2	0.166667	10274.2	0.166667	10274.2	0	0
chr1	36466621	0.166667	10494.2	0.166667	10494.2	0.166667	10494.2	0	0
chr1	36466622	0.166667	9141.83	0	0	0.166667	10041.2	1.16667	10040.2
chr1	36466623	0.166667	10234.2	0.166667	10234.2	0	0	0.166667	10234.2
chr1	36466624	0	0	0.166667	10207.5	0.833333	10206.8	0.166667	10207.5
chr1	36466625	0.166667	10279.2	0	0	0.166667	10279.2	0.166667	10279.2
chr1	36466626	0.166667	10267.2	0.833333	10266.5	0.166667	10267.2	0	0
chr1	36466627	0.833333	10175.8	0.166667	10176.5	0	0	0.166667	10176.5
chr1	36466628	0.166667	10154.2	0.166667	10154.2	0.166667	10154.2	0	0
chr1	36466629	0.166667	9982.17	0	0	0.166667	9982.17	0.166667	9982.17
chr1	36466630	0.166667	10018.8	0.166667	10018.8	0	0	0.166667	10018.8
chr1	36466631	0.166667	10214.2	0.166667	10214.2	0	0	0.166667	10214.2
chr1	36466632	1.83333	9637.83	0	0	0.166667	9639.5	2.83333	9636.83
chr1	36466633	0.166667	9714.83	0.166667	9714.83	0	0	0.166667	9714.83
chr1	36466634	0.833333	9959.17	0.5	9959.5	0.166667	9959.83	0	0
chr1	36466635	0.166667	9667.17	0.166667	9667.17	0.166667	9667.17	0	0
chr1	36466636	0	0	0.166667	9716.17	1.16667	9715.17	0.166667	9716.17
chr1	36466637	0.166667	10061.8	0.166667	10061.8	0	0	0.166667	10061.8
chr1	36466638	0	0	0.5	9778.83	4.83333	9774.5	0.5	9778.83
chr1	36466639	0.166667	10160.2	0.166667	10160.2	0.166667	10160.2	0	0
chr1	36466640	0.166667	9728.83	0	0	0.166667	9728.83	0.166667	9728.83
chr1	36466641	0.166667	9659.17	0.166667	9659.17	0	0	0.166667	9659.17
chr1	36466642	0.166667	9812.83	0.166667	9812.83	0	0	0.166667	9812.83
